gender,age-band,imd-band,high-education,region,prev-attempts,studied-credits,disability,avg-score
1,0,6,2,1,-0.2819992696138434,2.4283619028259102,0,1.1267747956795773
0,0,3,2,3,-0.2819992696138434,-0.4911365027632627,1,0.026480831901505488
1,1,1,2,12,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,0,1,0,12,-0.2819992696138434,-0.4911365027632627,1,-0.9035789713727848
0,0,1,2,9,-0.2819992696138434,0.2387380986340305,0,0.46244636468632905
1,1,10,1,4,-0.2819992696138434,-0.4911365027632627,0,0.8015306680602952
1,0,8,0,2,-0.2819992696138434,-0.4911365027632627,0,-0.25834998285124583
1,0,1,2,2,-0.2819992696138434,-1.2210111041605558,0,0.4140057498355786
1,0,4,0,8,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,0,3,0,7,-0.2819992696138434,-1.2210111041605558,0,1.156761842857416
1,0,8,1,2,-0.2819992696138434,-0.4911365027632627,0,0.22993141386775648
1,0,3,2,11,-0.2819992696138434,-1.2210111041605558,0,1.276248692551333
1,1,10,0,4,-0.2819992696138434,-0.4911365027632627,0,0.5314742407105928
1,1,2,2,4,-0.2819992696138434,0.2387380986340305,0,1.0292015573065998
1,0,4,2,8,-0.2819992696138434,2.4283619028259102,1,-1.5720594549761808
0,0,7,0,0,-0.2819992696138434,0.9686127000313237,0,0.5665936863102669
1,1,2,0,3,-0.2819992696138434,6.8076095112096695,0,0.23961953672164918
0,0,2,2,5,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,0,6,0,9,-0.2819992696138434,-1.2210111041605558,0,-0.26416285662171024
1,0,9,2,8,2.143882932930318,2.4283619028259102,0,-1.5720594549761808
1,0,6,0,3,-0.2819992696138434,0.2387380986340305,0,0.08460956960614863
0,1,4,0,3,-0.2819992696138434,-0.4911365027632627,0,0.9536341982905637
1,0,9,0,10,-0.2819992696138434,-0.4911365027632627,0,0.9904490656003854
0,1,8,2,7,-0.2819992696138434,-0.4911365027632627,0,0.5496394712432937
0,1,9,2,11,-0.2819992696138434,-1.2210111041605558,0,1.0022132147593519
1,0,3,1,6,4.569765135474479,1.6984873014286168,1,-1.5720594549761808
1,0,7,2,7,-0.2819992696138434,-0.4911365027632627,0,0.18149079901700602
1,0,7,0,0,-0.2819992696138434,0.2387380986340305,0,-1.5720594549761808
1,0,4,0,11,-0.2819992696138434,-0.004553435165067218,1,0.2916931976789398
0,1,5,0,9,-0.2819992696138434,-0.4911365027632627,0,0.9723939274091729
1,1,6,4,1,-0.2819992696138434,-0.4911365027632627,0,0.045857077899934366
0,1,5,2,1,4.569765135474479,0.9686127000313237,0,-1.5720594549761808
0,0,1,2,1,-0.2819992696138434,-0.4911365027632627,1,-1.5720594549761808
1,0,3,2,6,-0.2819992696138434,0.9686127000313237,0,0.3280236587443418
0,0,3,0,3,-0.2819992696138434,0.9686127000313237,0,0.13789424573852369
1,0,9,2,10,-0.2819992696138434,-0.4911365027632627,0,0.6742010521635192
1,1,10,0,4,-0.2819992696138434,-0.4911365027632627,0,1.0122473422396265
1,0,7,1,0,-0.2819992696138434,-0.4911365027632627,0,0.8236749490352749
0,1,6,1,5,4.569765135474479,1.6984873014286168,0,-0.18019912434937646
1,0,0,2,5,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,1,5,2,6,2.143882932930318,-0.4911365027632627,0,0.7908737327175627
1,0,1,2,12,-0.2819992696138434,-0.4911365027632627,0,0.9274762663234741
1,1,5,2,0,-0.2819992696138434,-0.4911365027632627,0,0.27352796714623884
1,0,2,1,6,-0.2819992696138434,0.2387380986340305,0,0.6077682089479369
1,0,8,1,8,-0.2819992696138434,-0.4911365027632627,0,0.8790356514727238
1,0,3,0,12,-0.2819992696138434,-1.2210111041605558,0,0.17180267616311334
1,0,3,0,6,-0.2819992696138434,0.9686127000313237,0,0.8751604023892955
1,0,8,0,6,-0.2819992696138434,0.9686127000313237,0,0.16695861459084524
1,0,9,2,7,-0.2819992696138434,-0.4911365027632627,0,1.150303094288154
0,0,2,2,12,-0.2819992696138434,-1.2210111041605558,0,0.9129440818973134
1,0,0,2,4,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,1,4,1,6,-0.2819992696138434,-1.2210111041605558,0,0.99529312688201
1,0,6,1,8,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,0,5,0,3,-0.2819992696138434,0.2387380986340305,0,-1.5720594549761808
1,0,8,0,8,-0.2819992696138434,-1.2210111041605558,0,0.4430701186879002
1,1,7,0,0,-0.2819992696138434,0.9686127000313237,0,0.735651431898152
0,0,9,1,10,-0.2819992696138434,-0.4911365027632627,0,-0.649265743914971
0,1,6,2,10,-0.2819992696138434,-0.4911365027632627,0,0.1311125597698632
0,1,7,2,10,-0.2819992696138434,-0.4911365027632627,0,0.7795122067380775
1,0,2,2,0,-0.2819992696138434,0.9686127000313237,0,0.4209258377129204
0,0,5,0,3,-0.2819992696138434,0.9686127000313237,0,0.8244298675331323
0,0,9,0,6,-0.2819992696138434,-0.12619920206461607,0,-1.5720594549761808
0,1,2,0,9,-0.2819992696138434,-0.4911365027632627,0,0.6562088237986874
1,0,0,2,12,-0.2819992696138434,0.9686127000313237,0,0.1311125597698632
0,0,9,2,6,-0.2819992696138434,-0.4911365027632627,0,0.735651431898152
0,0,0,2,3,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,0,1,2,11,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,1,8,0,2,-0.2819992696138434,-0.4911365027632627,0,0.6416766393725266
0,0,1,0,9,-0.2819992696138434,-0.4911365027632627,0,-0.2552199738308473
1,1,4,0,8,-0.2819992696138434,2.4283619028259102,0,-1.5720594549761808
1,1,8,0,3,-0.2819992696138434,-1.2210111041605558,0,-0.23509848776938866
1,0,1,0,2,-0.2819992696138434,0.2387380986340305,0,0.5254191639632403
1,0,1,2,6,-0.2819992696138434,0.2387380986340305,0,0.6852731926510089
1,1,4,0,0,-0.2819992696138434,-1.2210111041605558,0,0.8951825231865218
1,0,2,0,3,-0.2819992696138434,0.9686127000313237,0,-1.5720594549761808
0,1,5,0,9,-0.2819992696138434,-1.2210111041605558,0,1.134156222574356
1,0,10,2,11,-0.2819992696138434,-0.4911365027632627,0,0.7780023694517185
1,0,0,1,5,-0.2819992696138434,-0.4911365027632627,0,0.17906876837619373
1,1,4,2,8,-0.2819992696138434,-0.4911365027632627,0,0.7603561454226252
0,0,8,2,7,-0.2819992696138434,-0.4911365027632627,0,0.018176726390566274
0,0,6,2,10,-0.2819992696138434,-0.4911365027632627,0,-0.02002215826220907
1,1,3,0,12,-0.2819992696138434,0.9686127000313237,0,0.22993141386775648
1,0,9,1,8,-0.2819992696138434,-0.4911365027632627,0,1.0914823476213906
0,1,8,1,6,-0.2819992696138434,-0.4911365027632627,0,0.25318290894961365
1,1,3,2,9,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,0,0,1,11,-0.2819992696138434,0.9686127000313237,0,0.08460956960614863
1,0,7,2,1,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,0,9,3,8,-0.2819992696138434,0.9686127000313237,0,0.6852731926510089
0,1,3,1,3,-0.2819992696138434,0.9686127000313237,0,-1.5720594549761808
1,0,2,2,12,-0.2819992696138434,0.2387380986340305,0,-1.5720594549761808
0,0,4,2,5,2.143882932930318,-0.4911365027632627,1,0.47988498599772184
0,0,9,0,1,-0.2819992696138434,-0.4911365027632627,0,0.5031364810795794
0,0,0,0,5,-0.2819992696138434,0.9686127000313237,1,0.2357442876382209
0,1,5,0,6,-0.2819992696138434,-0.4911365027632627,0,0.31712452042472117
1,0,8,1,5,-0.2819992696138434,0.2387380986340305,0,1.087330295011243
0,0,8,2,9,2.143882932930318,3.1582365042232032,0,0.7821544220618664
0,1,3,2,1,-0.2819992696138434,-1.2210111041605558,0,0.946852512321903
1,0,5,2,0,-0.2819992696138434,-0.4911365027632627,1,-1.5720594549761808
0,0,4,2,0,-0.2819992696138434,0.9686127000313237,0,0.8838797130449918
0,0,8,0,5,-0.2819992696138434,0.9686127000313237,0,0.5302632252448649
1,0,2,0,3,-0.2819992696138434,0.9686127000313237,0,-1.5720594549761808
1,0,8,2,7,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,1,3,1,9,-0.2819992696138434,0.9686127000313237,0,0.7995930433732591
1,1,10,2,8,-0.2819992696138434,-0.4911365027632627,0,0.8935678358988846
1,0,1,0,2,-0.2819992696138434,-0.4911365027632627,0,1.2310374519852134
0,0,7,0,12,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,0,9,0,0,-0.2819992696138434,-0.4911365027632627,0,1.0049812500265463
0,0,4,2,0,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,1,8,0,11,-0.2819992696138434,0.9686127000313237,0,0.6542711991116512
1,0,2,1,5,-0.2819992696138434,-1.2210111041605558,0,-1.5720594549761808
1,1,4,2,6,-0.2819992696138434,-1.2210111041605558,0,-1.5720594549761808
1,0,9,2,8,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,0,1,0,6,-0.2819992696138434,-0.4911365027632627,1,0.17180267616311334
1,0,5,3,8,-0.2819992696138434,-0.4911365027632627,0,0.4140057498355786
0,0,2,0,5,-0.2819992696138434,0.2387380986340305,0,1.1817894937812878
0,1,1,0,7,-0.2819992696138434,-0.4911365027632627,1,-0.041336028657030344
1,1,3,2,3,-0.2819992696138434,-1.2210111041605558,0,-1.5720594549761808
0,1,6,2,6,-0.2819992696138434,-0.4911365027632627,1,0.6923191001811129
1,0,9,0,4,-0.2819992696138434,-0.4911365027632627,0,0.6586308544394996
0,0,7,0,5,-0.2819992696138434,0.9686127000313237,0,0.9710728196019566
0,0,6,0,9,-0.2819992696138434,-1.2210111041605558,0,0.856891370497744
1,0,0,0,6,-0.2819992696138434,-0.4911365027632627,0,0.46244636468632905
0,1,1,2,1,-0.2819992696138434,0.9686127000313237,0,-0.20188206630691943
1,1,2,0,0,-0.2819992696138434,-0.4911365027632627,0,0.4188498114078467
0,1,8,1,6,-0.2819992696138434,-0.4911365027632627,0,0.7689433454429219
1,0,5,2,3,-0.2819992696138434,-0.4911365027632627,0,0.026480831901505488
1,0,1,0,5,2.143882932930318,11.186857119593428,0,-1.5720594549761808
1,0,6,0,9,-0.2819992696138434,0.2387380986340305,0,-1.5720594549761808
0,0,1,2,5,-0.2819992696138434,-1.2210111041605558,0,0.5496394712432937
1,0,0,2,9,-0.2819992696138434,0.2387380986340305,0,0.6005021167348565
1,0,1,2,5,-0.2819992696138434,-1.2210111041605558,0,0.9726875068895938
1,1,9,2,6,-0.2819992696138434,0.9686127000313237,0,-1.5720594549761808
1,0,2,0,3,-0.2819992696138434,1.6984873014286168,0,-1.5720594549761808
0,0,5,1,6,-0.2819992696138434,-0.4911365027632627,0,0.869347528618831
1,0,5,0,7,-0.2819992696138434,-1.2210111041605558,0,0.8766136208319114
0,0,0,0,9,-0.2819992696138434,-0.4911365027632627,0,-0.6013095353086405
0,0,6,2,0,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,0,2,0,3,-0.2819992696138434,-0.4911365027632627,0,0.5641716556694546
1,1,5,2,0,-0.2819992696138434,0.2387380986340305,0,-1.5720594549761808
1,0,7,0,7,-0.2819992696138434,-0.4911365027632627,0,0.8305950369126168
0,0,3,2,10,-0.2819992696138434,5.347860308415083,0,0.66589694665258
0,0,3,1,9,-0.2819992696138434,-0.4911365027632627,0,0.0167927090476128
0,0,4,2,10,2.143882932930318,0.9686127000313237,0,0.35781463681797154
1,0,0,1,6,-0.2819992696138434,-0.4911365027632627,0,1.0437337417327606
1,0,2,1,6,-0.2819992696138434,-0.4911365027632627,0,0.8661181543342003
0,0,2,2,3,-0.2819992696138434,0.9686127000313237,0,0.7028879614762684
0,0,0,0,4,-0.2819992696138434,0.9686127000313237,0,0.9565406351757958
0,0,8,2,12,-0.2819992696138434,0.2387380986340305,0,-1.5720594549761808
0,0,2,2,1,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,0,7,0,9,-0.2819992696138434,0.9686127000313237,0,0.10204819091754161
1,0,4,0,0,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,0,8,2,6,-0.2819992696138434,-0.4911365027632627,0,0.8297142984713538
1,0,5,2,8,-0.2819992696138434,0.9686127000313237,0,0.7530900532095448
1,0,1,1,10,-0.2819992696138434,-0.4911365027632627,0,1.0188214254905867
1,1,9,1,6,-0.2819992696138434,0.2387380986340305,0,-0.16243756563858472
1,0,7,1,6,-0.2819992696138434,-0.4911365027632627,0,0.25899578272007806
1,0,1,1,3,-0.2819992696138434,0.9686127000313237,0,0.6077682089479369
1,0,9,1,2,-0.2819992696138434,-0.4911365027632627,0,1.2835147847644135
1,0,3,0,1,-0.2819992696138434,0.9686127000313237,0,-1.5720594549761808
1,1,4,2,3,-0.2819992696138434,-0.4911365027632627,0,0.6529794495140566
1,0,9,0,3,2.143882932930318,0.9686127000313237,0,1.0292015573065998
1,0,7,2,11,-0.2819992696138434,-0.4911365027632627,0,0.6780071004379286
1,1,3,0,12,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,0,5,0,10,-0.2819992696138434,-0.4911365027632627,0,1.157349001818258
1,1,9,0,6,-0.2819992696138434,0.9686127000313237,0,-1.5720594549761808
0,1,5,1,9,-0.2819992696138434,-0.4911365027632627,0,0.8614208826474642
0,0,2,2,8,-0.2819992696138434,-1.2210111041605558,0,0.946852512321903
0,1,9,2,9,-0.2819992696138434,-1.2210111041605558,0,0.7712552837422457
1,0,7,2,12,-0.2819992696138434,-0.4911365027632627,0,1.000137188454278
0,0,4,0,7,-0.2819992696138434,-0.4911365027632627,1,0.03132489347377358
0,0,3,0,5,-0.2819992696138434,-0.4911365027632627,1,-1.5720594549761808
1,1,3,0,7,-0.2819992696138434,0.2387380986340305,0,-1.5720594549761808
0,0,10,2,4,-0.2819992696138434,-0.4911365027632627,0,0.52472715500112
1,2,9,1,6,-0.2819992696138434,-0.4911365027632627,0,1.027125531001526
1,0,1,1,6,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,0,0,2,12,-0.2819992696138434,-1.2210111041605558,0,-1.5720594549761808
0,1,3,0,9,-0.2819992696138434,-0.4911365027632627,0,1.1996244472895239
0,0,3,1,4,-0.2819992696138434,-0.4911365027632627,0,0.0596972533639747
0,0,2,2,12,4.569765135474479,-0.4911365027632627,0,-0.7098165122604264
1,0,10,4,4,-0.2819992696138434,0.9686127000313237,0,-1.5720594549761808
0,0,3,0,4,-0.2819992696138434,0.9686127000313237,0,0.7966866064880271
1,0,7,2,10,-0.2819992696138434,0.9686127000313237,0,-1.5720594549761808
0,0,5,0,9,-0.2819992696138434,0.9686127000313237,0,1.1858262117097376
1,1,0,1,6,-0.2819992696138434,-0.4911365027632627,0,0.2880601515723996
1,0,10,0,4,-0.2819992696138434,0.2387380986340305,0,-1.5720594549761808
0,0,0,2,11,-0.2819992696138434,-0.4911365027632627,0,-1.5429950861238593
1,1,4,1,9,-0.2819992696138434,-0.4911365027632627,0,0.8859557393500656
1,1,7,2,8,-0.2819992696138434,-0.4911365027632627,0,1.254450415912092
1,0,3,0,5,-0.2819992696138434,0.9686127000313237,0,-1.5720594549761808
0,0,3,2,4,-0.2819992696138434,-0.4911365027632627,0,0.3113116466542568
1,0,8,2,9,-0.2819992696138434,0.9686127000313237,1,-0.24755464589047552
1,1,8,1,7,-0.2819992696138434,-1.2210111041605558,0,1.2859368154052258
0,1,0,1,3,-0.2819992696138434,0.9686127000313237,0,-0.03164790580313766
0,0,8,0,7,-0.2819992696138434,1.3335500007299703,0,0.6130526395955145
1,0,2,0,4,-0.2819992696138434,-0.4911365027632627,0,1.0461557723735728
1,0,6,0,5,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,1,4,1,0,-0.2819992696138434,-1.2210111041605558,0,0.6045388346633062
1,0,2,2,9,2.143882932930318,0.9686127000313237,0,0.2241185400972921
0,0,0,2,11,-0.2819992696138434,0.9686127000313237,0,-1.5720594549761808
0,1,8,0,7,-0.2819992696138434,-0.4911365027632627,0,0.8475492519795899
0,0,6,2,2,9.421529540562803,0.9686127000313237,0,0.17180267616311334
1,1,7,2,11,-0.2819992696138434,-0.4911365027632627,0,0.17180267616311334
0,1,5,0,4,-0.2819992696138434,-1.2210111041605558,0,-1.5720594549761808
0,0,1,2,3,-0.2819992696138434,0.9686127000313237,0,0.5205751023909722
1,1,7,1,0,-0.2819992696138434,0.2387380986340305,0,-1.5720594549761808
0,0,6,2,8,-0.2819992696138434,1.6984873014286168,1,0.6005021167348565
0,0,6,2,4,-0.2819992696138434,-1.2210111041605558,0,0.8144481651988187
1,0,10,4,4,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,0,4,2,8,-0.2819992696138434,0.9686127000313237,1,-1.5720594549761808
0,0,3,0,12,-0.2819992696138434,-0.4911365027632627,0,0.7337138072111159
1,0,4,2,11,-0.2819992696138434,-0.4911365027632627,0,-0.060712274655459225
1,0,1,0,3,-0.2819992696138434,-1.2210111041605558,0,0.4915107335386506
0,0,1,2,11,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,0,2,2,8,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,0,1,0,4,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,0,1,0,12,-0.2819992696138434,0.9686127000313237,1,-1.5720594549761808
1,0,5,0,12,-0.2819992696138434,-0.4911365027632627,0,0.20086704501543493
0,1,2,1,10,-0.2819992696138434,-0.4911365027632627,0,0.8664410917335991
0,0,5,0,7,-0.2819992696138434,0.9686127000313237,0,0.5560982198125557
0,0,7,2,9,-0.2819992696138434,3.1582365042232032,0,0.026480831901505488
0,1,6,2,0,-0.2819992696138434,-1.2210111041605558,0,-1.5720594549761808
1,0,5,2,7,-0.2819992696138434,-0.4911365027632627,0,0.6833355679639728
0,0,5,0,10,-0.2819992696138434,0.9686127000313237,0,0.5133090101778918
1,0,8,0,7,2.143882932930318,0.2387380986340305,0,0.44791418026016827
1,1,4,0,3,-0.2819992696138434,-1.2210111041605558,1,-0.0025835369508160843
1,0,5,0,5,-0.2819992696138434,0.9686127000313237,0,0.8606282179631346
0,1,5,3,3,-0.2819992696138434,1.6984873014286168,0,0.9565406351757958
1,0,3,2,5,-0.2819992696138434,-0.4911365027632627,0,0.8951825231865218
0,0,0,2,12,-0.2819992696138434,-1.2210111041605558,0,0.02232877929135784
0,1,9,2,1,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,0,3,2,11,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,0,1,2,9,-0.2819992696138434,-1.2210111041605558,0,0.5238044766756029
1,1,5,2,3,-0.2819992696138434,0.2387380986340305,0,0.4043176269816859
1,0,4,0,6,-0.2819992696138434,8.510650247803353,0,0.5681349788004597
0,0,9,2,2,-0.2819992696138434,-0.4911365027632627,0,0.5892727013907709
0,1,4,0,2,-0.2819992696138434,-0.4911365027632627,0,0.9274762663234741
1,0,4,2,7,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,1,3,1,0,-0.2819992696138434,0.9686127000313237,0,-1.5720594549761808
1,0,5,0,3,-0.2819992696138434,-0.4911365027632627,0,0.7094934999310624
1,1,2,2,3,-0.2819992696138434,0.9686127000313237,0,-0.33197971718024605
1,0,2,3,3,-0.2819992696138434,-0.4911365027632627,0,-1.2087548443221612
1,0,10,2,2,-0.2819992696138434,-0.4911365027632627,0,0.4333819958340075
1,1,2,0,6,-0.2819992696138434,-0.4911365027632627,0,1.0561898998538475
0,0,1,3,3,-0.2819992696138434,3.8881111056204967,0,-1.5720594549761808
0,1,6,0,0,-0.2819992696138434,-0.4911365027632627,0,0.7065870630458304
0,0,5,2,11,-0.2819992696138434,2.4283619028259102,0,0.46244636468632905
1,0,3,0,7,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,1,3,1,5,-0.2819992696138434,0.2387380986340305,0,1.145459032715886
0,0,1,0,11,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,0,2,0,1,-0.2819992696138434,-0.4911365027632627,0,0.8790356514727238
0,0,7,2,0,-0.2819992696138434,-1.2210111041605558,0,0.5039668916597377
1,0,3,2,9,-0.2819992696138434,-0.4911365027632627,0,0.6949613155049016
0,0,10,4,4,-0.2819992696138434,0.9686127000313237,0,1.0485778033050286
0,0,1,0,11,-0.2819992696138434,0.2387380986340305,0,0.9739792564871885
0,0,2,2,3,-0.2819992696138434,-1.2210111041605558,0,0.7821544220618664
0,0,6,2,8,-0.2819992696138434,0.9686127000313237,1,0.8024994802584915
0,0,0,2,11,-0.2819992696138434,-1.2210111041605558,0,0.026480831901505488
1,0,5,2,12,-0.2819992696138434,2.4283619028259102,0,0.532200849931901
0,1,0,0,1,-0.2819992696138434,-1.2210111041605558,0,-1.5720594549761808
1,0,3,0,7,-0.2819992696138434,0.2387380986340305,0,-1.5720594549761808
0,0,2,2,0,-0.2819992696138434,0.9686127000313237,0,0.8482098057378763
1,0,9,0,9,-0.2819992696138434,0.9686127000313237,0,1.041311711091948
1,0,0,2,5,2.143882932930318,0.9686127000313237,0,-1.5720594549761808
1,0,7,1,0,2.143882932930318,0.9686127000313237,0,0.38397256878506075
1,0,5,0,11,-0.2819992696138434,-0.4911365027632627,0,0.7821544220618664
0,0,5,2,1,2.143882932930318,0.9686127000313237,0,0.3254286259356604
1,0,6,0,3,-0.2819992696138434,0.2387380986340305,0,0.08460956960614863
0,0,5,2,12,-0.2819992696138434,0.2387380986340305,0,-0.0025835369508160843
1,1,3,2,3,2.143882932930318,0.9686127000313237,1,-0.03164790580313766
0,0,2,2,5,-0.2819992696138434,-0.4911365027632627,0,-1.5429950861238593
0,0,0,2,5,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
1,0,7,1,11,-0.2819992696138434,0.9686127000313237,0,1.0669852368146175
1,1,2,0,12,-0.2819992696138434,-0.4911365027632627,0,0.4209258377129204
1,0,7,2,12,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,1,9,1,8,2.143882932930318,0.9686127000313237,0,-1.5720594549761808
0,0,1,2,6,-0.2819992696138434,0.9686127000313237,0,0.5728909663251509
1,0,3,2,10,-0.2819992696138434,0.9686127000313237,0,0.3461888892770428
0,1,7,0,8,-0.2819992696138434,-0.4911365027632627,1,0.8887237746172599
1,1,3,2,5,-0.2819992696138434,-0.4911365027632627,0,-0.08977664350778079
0,0,2,2,3,-0.2819992696138434,-0.4911365027632627,0,0.7559964900947768
0,1,10,0,2,-0.2819992696138434,0.2387380986340305,0,-0.40948470088331806
0,0,1,0,8,-0.2819992696138434,-1.2210111041605558,0,0.8776516341297702
1,0,3,2,1,-0.2819992696138434,0.9686127000313237,1,0.6019553351774725
1,0,9,2,6,-0.2819992696138434,-0.24784496896416494,0,0.08460956960614863
0,1,5,2,7,-0.2819992696138434,-0.4911365027632627,0,-0.14790538121242394
0,0,1,2,1,-0.2819992696138434,-0.4911365027632627,0,1.0960496056669393
1,0,2,1,7,-0.2819992696138434,-0.4911365027632627,0,0.48182261068475796
0,0,3,0,3,-0.2819992696138434,-0.4911365027632627,0,0.9594470720610278
1,0,0,2,1,-0.2819992696138434,0.2387380986340305,0,0.45275824183243635
1,0,8,2,8,-0.2819992696138434,-0.4911365027632627,0,0.9371643891773669
0,0,4,0,8,-0.2819992696138434,0.9686127000313237,0,0.9591828504995845
1,0,4,2,1,-0.2819992696138434,0.9686127000313237,0,-1.5720594549761808
1,0,1,0,9,-0.2819992696138434,0.9686127000313237,0,0.6885025669356397
0,0,2,0,10,-0.2819992696138434,1.6984873014286168,0,0.944914887634867
0,1,5,0,3,-0.2819992696138434,-0.4911365027632627,0,0.7014200640741636
0,0,2,0,11,-0.2819992696138434,-1.2210111041605558,1,0.45275824183243635
1,1,1,2,3,2.143882932930318,0.9686127000313237,0,-1.5720594549761808
0,0,8,0,0,-0.2819992696138434,0.9686127000313237,0,1.0358070957613936
0,0,4,2,11,-0.2819992696138434,-0.4911365027632627,0,-1.5720594549761808
0,0,4,2,3,4.569765135474479,-0.4911365027632627,0,1.334377430255976
0,1,1,4,3,-0.2819992696138434,-0.4911365027632627,0,0.25172969050699767
1,0,8,2,6,-0.2819992696138434,-0.4911365027632627,0,0.3054987728837924
1,0,1,0,3,-0.2819992696138434,-0.4911365027632627,0,0.35829904306239124
0,1,4,2,8,-0.2819992696138434,-1.2210111041605558,0,0.7111081872186997
1,0,8,2,3,-0.2819992696138434,1.6984873014286168,1,-1.5720594549761808
1,0,10,3,4,-0.2819992696138434,0.9686127000313237,0,0.7385578687833839
0,0,6,2,10,-0.2819992696138434,-0.4911365027632627,0,0.6553280853574244
1,0,4,0,6,-0.2819992696138434,-0.4911365027632627,0,0.9662287580296884
1,0,0,0,5,-0.2819992696138434,-0.4911365027632627,0,0.4188498114078467
0,0,4,2,0,2.143882932930318,-0.4911365027632627,0,0.21936255257260087
1,0,1,0,1,-0.2819992696138434,-1.2210111041605558,0,0.22993141386775648
0,0,1,0,3,-0.2819992696138434,-0.4911365027632627,1,0.48735868092850276
